label,neighbor
1,1544
11,58
11,97
11,177
11,204
11,241
11,329
11,340
11,603
11,608
11,815
11,1100
11,1129
11,1132
11,1133
11,1259
45,74
45,94
45,111
45,117
55,64
55,100
58,11
58,97
60,89
60,93
60,695
60,715
64,55
64,81
64,100
64,105
64,131
64,1466
65,80
65,100
65,901
67,329
67,594
67,885
67,1133
68,76
68,98
68,107
72,89
72,101
72,628
74,45
74,111
76,68
76,84
76,107
76,120
79,83
79,102
79,257
79,1445
80,65
80,95
80,226
80,901
81,64
81,105
81,885
81,1466
82,86
82,96
82,1269
83,79
83,86
83,257
84,76
84,97
84,99
84,120
84,986
86,82
86,83
86,257
86,319
86,1168
86,1269
86,1339
89,60
89,72
89,628
89,695
92,93
92,102
92,123
92,257
92,715
93,60
93,92
93,715
94,45
94,101
94,117
94,121
94,185
95,80
95,96
95,226
95,573
95,937
95,961
95,1280
96,82
96,95
96,573
96,1168
96,1269
96,1339
97,11
97,58
97,84
97,99
97,815
97,986
97,1132
97,1290
98,68
98,107
99,84
99,97
100,55
100,64
100,65
100,105
100,131
100,236
100,901
100,1471
101,72
101,94
101,158
101,185
101,628
101,906
101,943
102,79
102,92
102,257
102,1445
103,154
103,480
103,534
103,758
103,769
103,1406
103,1429
104,194
104,379
104,833
104,916
104,1061
104,1098
104,1292
105,64
105,81
105,100
105,289
105,462
105,747
105,885
105,1017
105,1116
105,1466
105,1471
106,212
106,234
106,314
106,339
106,412
106,753
106,776
106,858
106,1107
107,68
107,76
107,98
108,356
108,366
108,545
108,693
108,760
108,1058
108,1315
108,1342
108,1490
109,337
109,390
109,691
109,696
109,697
109,816
110,264
110,448
110,1448
111,45
111,74
111,117
112,116
112,497
112,583
112,618
112,718
112,1165
112,1178
112,1412
113,388
113,462
113,490
113,606
113,915
113,969
113,1432
113,1485
114,644
114,703
114,836
114,978
114,1161
114,1170
115,589
115,628
115,695
115,943
115,1413
116,112
116,618
116,1178
117,45
117,94
117,111
117,121
118,129
118,156
118,206
118,246
118,349
118,381
118,434
118,609
118,976
118,1238
118,1260
118,1393
118,1468
118,1472
118,1509
118,1517
120,76
120,84
120,175
120,193
120,807
120,986
120,1003
120,1460
121,94
121,117
