label,neighbor
1,1544
11,58
11,67
11,97
11,124
11,169
11,292
11,324
11,510
11,541
11,551
11,751
11,978
11,1115
11,1454
45,74
45,94
45,111
45,117
55,64
55,100
58,11
58,97
60,89
60,93
60,113
60,1335
64,55
64,81
64,100
64,276
64,593
64,1005
64,1063
65,80
65,100
65,730
67,11
67,81
67,124
67,593
67,1005
67,1057
67,1398
68,76
68,98
68,107
72,89
72,101
72,164
72,186
72,316
74,45
74,111
76,68
76,84
76,107
76,120
79,83
79,86
79,102
79,146
80,65
80,95
80,545
80,730
80,925
81,64
81,67
81,1005
82,86
82,96
82,891
83,79
83,86
84,76
84,97
84,99
84,120
84,1298
86,79
86,82
86,83
86,146
86,891
89,60
89,72
89,164
89,1335
92,93
92,102
92,113
92,219
93,60
93,92
93,113
94,45
94,101
94,117
94,121
94,185
95,80
95,96
95,360
95,545
95,925
95,1170
96,82
96,95
96,240
96,242
96,360
96,891
97,11
97,58
97,84
97,99
97,341
97,751
97,1298
98,68
98,107
99,84
99,97
100,55
100,64
100,65
100,730
100,1063
100,1122
101,72
101,94
101,178
101,185
101,316
102,79
102,92
102,146
102,219
103,182
103,282
103,284
103,479
103,627
103,885
103,890
103,999
103,1017
103,1292
104,219
104,561
104,583
104,675
104,828
104,1000
104,1357
104,1387
104,1497
105,308
105,334
105,379
105,384
105,428
105,806
105,1037
105,1261
105,1284
106,277
106,435
106,488
106,581
106,613
106,671
106,814
106,1256
106,1400
106,1516
107,68
107,76
107,98
108,213
108,248
108,293
108,644
108,695
108,769
108,840
108,892
108,1003
108,1094
108,1440
108,1480
109,198
109,356
109,885
109,1318
110,885
110,1259
111,45
111,74
111,117
112,645
112,663
112,703
112,940
112,1065
112,1100
112,1191
112,1277
113,60
113,92
113,93
113,164
113,219
113,294
113,426
113,1335
114,131
114,206
114,231
114,419
114,462
114,532
114,595
114,662
114,1073
114,1124
114,1369
114,1378
115,210
115,276
115,423
115,504
115,530
115,1122
115,1246
116,212
116,1291
116,1432
117,45
117,94
117,111
117,121
118,129
118,215
118,241
118,281
118,1042
118,1060
118,1128
118,1130
118,1137
118,1163
118,1338
118,1342
118,1411
120,76
120,84
120,193
120,572
120,640
120,697
