label,neighbor
1,1544
11,58
11,67
11,97
11,151
11,236
11,263
11,275
11,395
11,429
11,501
11,521
11,631
11,648
11,658
11,927
11,990
11,1055
11,1319
11,1390
45,74
45,94
45,111
45,117
55,64
55,100
58,11
58,97
60,89
60,93
60,333
60,812
60,1360
64,55
64,81
64,100
64,197
64,462
64,1469
65,80
65,100
65,186
65,593
67,11
67,151
67,395
67,431
67,462
67,1343
68,76
68,98
68,107
72,89
72,101
72,343
74,45
74,111
76,68
76,84
76,107
76,120
79,83
79,102
79,1008
80,65
80,95
80,186
80,197
81,64
81,1469
82,86
82,96
82,178
83,79
83,86
83,1008
84,76
84,97
84,99
84,120
84,1063
86,82
86,83
86,178
86,1008
86,1512
89,60
89,72
89,333
89,343
89,567
92,93
92,102
92,115
92,302
92,469
92,812
93,60
93,92
93,812
94,45
94,101
94,117
94,121
94,185
95,80
95,96
95,197
95,1364
96,82
96,95
96,103
96,178
96,1364
97,11
97,58
97,84
97,99
97,275
97,1063
98,68
98,107
99,84
99,97
100,55
100,64
100,65
100,197
100,593
101,72
101,94
101,169
101,185
101,343
101,498
101,747
101,1018
101,1234
102,79
102,92
102,302
102,1008
103,96
103,178
103,356
103,711
103,734
103,1364
103,1401
103,1517
104,196
104,462
104,582
104,885
104,1511
105,110
105,190
105,237
105,258
105,308
105,662
105,684
105,754
105,906
105,1129
106,268
106,292
106,391
106,497
106,713
106,802
106,894
106,1403
107,68
107,76
107,98
108,177
108,260
108,329
108,353
108,364
108,439
108,564
108,839
108,1443
109,124
109,561
109,600
109,730
109,902
110,105
110,182
110,190
110,1129
111,45
111,74
111,117
112,132
112,259
112,273
112,345
112,942
112,986
112,1000
112,1122
112,1374
113,277
113,294
113,327
113,355
113,729
113,821
113,940
113,1087
113,1328
113,1402
113,1410
114,204
114,253
114,299
114,357
114,382
114,525
114,767
114,986
114,1094
114,1347
114,1526
115,92
115,302
115,469
115,1103
116,273
116,286
116,352
116,916
117,45
117,94
117,111
117,121
118,131
118,162
118,170
118,194
118,231
118,239
118,284
118,290
118,473
118,542
118,557
118,760
118,1074
118,1242
118,1372
118,1439
118,1495
120,76
120,84
120,193
120,275
120,460
120,648
120,1063
121,94
