label,neighbor
1,1544
11,58
11,67
11,97
11,162
11,177
11,200
11,247
11,283
11,357
11,358
11,436
11,730
11,844
11,923
11,1093
11,1238
11,1278
11,1404
45,74
45,94
45,111
45,117
55,64
55,100
58,11
58,97
60,89
60,93
60,595
60,791
60,1384
64,55
64,81
64,100
64,653
64,1019
64,1176
65,80
65,100
65,915
67,11
67,81
67,358
67,844
67,1019
67,1042
67,1176
67,1256
68,76
68,98
68,107
72,89
72,101
72,292
72,1144
74,45
74,111
76,68
76,84
76,107
76,120
79,83
79,102
79,618
79,1212
80,65
80,95
80,167
80,915
80,1475
81,64
81,67
81,1176
82,86
82,96
82,1394
83,79
83,86
83,1212
84,76
84,97
84,99
84,120
84,333
84,571
86,82
86,83
86,695
86,1212
86,1272
86,1394
89,60
89,72
89,292
89,791
89,1189
92,93
92,102
92,417
92,478
92,718
92,805
92,891
92,1291
93,60
93,92
93,595
93,1291
94,45
94,101
94,117
94,121
94,185
95,80
95,96
95,167
95,237
95,696
95,1475
96,82
96,95
96,695
96,696
96,1394
97,11
97,58
97,84
97,99
97,177
97,333
97,923
98,68
98,107
99,84
99,97
100,55
100,64
100,65
100,653
100,915
100,1168
101,72
101,94
101,185
101,264
101,656
101,1144
102,79
102,92
102,618
102,718
103,273
103,362
103,507
103,1045
103,1074
103,1075
103,1150
103,1209
104,230
104,352
104,542
104,1140
104,1161
104,1312
105,243
105,470
105,521
105,592
105,674
105,981
105,1011
105,1284
105,1287
105,1388
105,1403
105,1406
106,178
106,202
106,265
106,273
106,488
106,504
106,540
106,1082
106,1385
106,1402
107,68
107,76
107,98
108,160
108,202
108,203
108,341
108,365
108,390
108,504
108,971
108,1300
108,1413
108,1492
109,173
109,222
109,280
109,585
109,776
109,1386
109,1429
110,574
110,651
110,1322
111,45
111,74
111,117
112,125
112,260
112,382
112,974
112,1063
112,1178
112,1326
112,1456
112,1461
113,159
113,299
113,385
113,423
113,751
113,1122
113,1442
113,1450
114,271
114,343
114,443
114,976
114,1139
114,1162
114,1405
114,1509
115,574
115,971
115,1319
115,1498
116,190
116,296
116,374
116,425
117,45
117,94
117,111
117,121
118,206
118,559
118,644
118,730
118,748
118,846
118,1027
