label,neighbor
1,1544
11,58
11,67
11,97
11,200
11,279
11,435
11,460
11,462
11,541
11,608
11,613
11,656
11,883
11,915
11,1028
11,1065
11,1108
45,74
45,94
45,111
45,117
55,64
55,100
58,11
58,97
60,89
60,93
60,730
60,742
64,55
64,81
64,100
64,966
64,1331
65,80
65,100
65,790
65,1436
67,11
67,81
67,124
67,340
67,495
67,608
67,613
67,1065
67,1331
68,76
68,98
68,107
72,89
72,101
72,530
72,730
72,1162
74,45
74,111
76,68
76,84
76,107
76,120
79,83
79,102
79,555
79,728
80,65
80,95
80,488
80,790
81,64
81,67
81,1331
82,86
82,96
82,1019
83,79
83,86
83,555
84,76
84,97
84,99
84,120
84,498
84,837
86,82
86,83
86,186
86,555
86,1019
89,60
89,72
89,730
92,93
92,102
92,372
92,452
92,728
92,730
93,60
93,92
93,452
93,742
94,45
94,101
94,117
94,121
94,185
95,80
95,96
95,108
95,488
95,574
95,607
95,879
96,82
96,95
96,879
96,1019
97,11
97,58
97,84
97,99
97,279
97,498
97,837
98,68
98,107
99,84
99,97
100,55
100,64
100,65
100,488
100,966
100,1436
101,72
101,94
101,185
101,529
101,1162
101,1178
102,79
102,92
102,728
103,127
103,134
103,577
103,644
103,753
103,1043
103,1254
103,1510
104,132
104,160
104,215
104,324
104,557
104,701
104,1163
104,1213
104,1256
104,1445
104,1493
105,154
105,547
105,656
105,723
105,749
105,948
105,1261
105,1278
105,1357
106,124
106,839
106,1144
106,1373
106,1394
106,1416
106,1439
107,68
107,76
107,98
108,95
108,574
108,607
108,644
108,663
108,695
108,1315
109,176
109,188
109,356
109,836
109,1238
109,1314
109,1343
109,1440
110,307
110,916
110,1196
110,1330
111,45
111,74
111,117
112,427
112,446
112,769
112,1242
112,1324
112,1483
113,130
113,247
113,715
113,1061
113,1246
113,1437
113,1453
114,177
114,382
114,489
114,500
114,648
114,656
114,758
114,943
114,948
114,960
114,1030
114,1192
115,219
115,839
115,1121
115,1144
115,1206
116,118
116,434
116,460
117,45
117,94
117,111
117,121
118,116
118,265
118,353
118,395
118,434
118,460
118,462
118,656
118,662
118,683
118,762
118,807
118,969
118,1115
118,1132
118,1194
120,76
120,84
120,193
120,433
