Label,centerX,centerY,perimeter,area,ch_perimeter,ch_area,pconvexity,aconvexity
1,38.982723577235774,7.9278455284552845,183.84062043356596,984,171.70789721560874,1408.0000000000002,0.9340041216715672,0.6988636363636362
2,38.788441558441555,74.9312987012987,530.7178207935912,7700,405.85180446415336,10657.5,0.7647223977843375,0.722495894909688
3,4.419087136929461,76.0954356846473,65.21320343559643,241,67.75410860457447,254.0,1.0389630478970013,0.9488188976377953
4,36.08755496081055,278.39046071496847,764.58787847868,10462,574.8283091015177,16280.5,0.7518145726365271,0.642609256472467
5,54.06379260122342,383.2353626565686,418.5340546095176,6866,375.4321788716405,9260.500000000002,0.897017040159157,0.7414286485610927
6,156.61605351170567,435.16512183468706,1157.3422791987305,20930,746.4158059048093,35576.5,0.6449395475481806,0.58830969881804
7,62.54369673069584,490.3003434677522,407.747258045114,7861,374.2650426006484,9504.499999999998,0.9178848789689199,0.827081908569625
8,106.74610093305184,574.4167404481373,872.5067093990478,14683,616.6327653131013,22488.5,0.7067369897221953,0.6529114880939146
9,7.59375,558.8602941176471,93.45584412271572,544,95.11011599367794,565.0,1.0177011067257604,0.9628318584070796
10,2.3679245283018866,584.1320754716982,47.89949493661167,106,52.23912287959535,120.5,1.0905986158878413,0.8796680497925311
11,33.9196682464455,620.1869668246445,324.7766952966369,4220,276.1516877889361,5304.5,0.8502817221436137,0.7955509473088886
12,11.604651162790697,633.7476744186047,119.84062043356596,860,120.6024483256468,902.0000000000001,1.0063570089117084,0.9534368070953435
13,13.855225311601151,678.3537871524449,128.3259018078045,1043,127.66139673282972,1095.0,0.9948217385140995,0.9525114155251142
14,2.1067961165048543,697.6310679611651,48.72792206135786,103,51.22724225124509,114.0,1.0512913353198214,0.9035087719298246
15,73.33064019171516,692.8093803491955,793.4234482783626,14605,566.1733962303252,20721.500000000004,0.7135828887573921,0.7048234925077816
16,16.08200734394125,782.7111383108935,232.68124086713192,2451,225.08344873924116,2740.0,0.9673467783669362,0.8945255474452555
17,17.185122089721748,863.9744463373083,169.49747468305833,1761,167.1108185789622,1843.4999999999998,0.985919223229969,0.9552481692432874
18,77.62346273125868,906.8827932841407,1207.1412690719537,28053,809.6933725464186,42692.0,0.6707527886681467,0.6571020331678066
19,7.998430141287284,962.9623233908948,107.59797974644667,637,108.8556552632136,666.0,1.0116886536320722,0.9564564564564565
20,77.40301724137932,1123.4763409961686,780.0681092190353,20880,624.5537540543927,25811.0,0.8006400295990364,0.8089574212545039
21,2.1402439024390243,1091.371951219512,69.31370849898477,164,72.16243758807329,172.5,1.041099071897592,0.9507246376811594
22,48.976004408375914,1282.9589720468891,1024.1219330881977,19962,716.8191538571804,31820.0,0.6999353599386761,0.6273412947831553
23,338.70166160728553,1520.7261223837675,5130.388452778678,125180,2021.1309665899105,245716.5,0.3939528137475131,0.509448897408192
24,61.102129608426836,1519.0779711472408,487.10259710444143,8734,452.29949428417206,11172.500000000002,0.9285507754892813,0.7817408816289997
