Label,true_cell,extcenterX,extcenterY,centerX,centerY,perimeter,area,ch_perimeter,ch_area,pconvexity,aconvexity
1,True,-0.5,-0.5,61.37386934673367,58.106197654941376,580.5462479183374,11940,470.5527431822146,15041.000000000002,0.8105344662367105,0.7938301974602752
2,True,-0.5,142.4520788600429,18.9808705836424,142.45207886004297,408.04877323527904,5123,366.44222853746254,6587.5,0.8980353638416004,0.7776850094876661
3,True,-0.5,-0.5,232.27740716689297,211.73996890804256,2325.228714274745,50817,1257.4220404517444,104085.0,0.5407734872412079,0.4882259691598213
4,True,-0.5,290.68806481770025,26.46369585540667,290.6880648177002,260.89444430272835,3209,236.9557445111217,3862.5,0.9082437349113138,0.8308090614886733
5,True,-0.5,411.94893780788175,250.2841594827586,411.94893780788175,2834.414572499872,64960,1388.0764100930664,122924.5,0.489722436357933,0.5284544578176036
6,True,-0.5,418.44165786694816,35.237064413938754,418.4416578669483,316.237590053236,3788,270.66415130070834,4696.000000000002,0.8558886097479566,0.8066439522998293
7,True,-0.5,465.26209386281585,25.84079422382672,465.2620938628159,243.23759005323595,2770,216.40701788423945,3283.500000000001,0.8896939730280822,0.8436119993908936
8,True,-0.5,510.031746031746,3.343915343915344,510.031746031746,64.97056274847714,189,66.8284119348004,203.5,1.0285952454116123,0.9287469287469288
9,True,-0.5,697.6717981232564,107.59031194521936,697.6717981232564,1708.8174593052022,39430,1013.6914786424712,64052.49999999999,0.5932122668354721,0.6155887748331448
10,True,-0.5,695.8223962743439,51.1162150719729,695.8223962743438,292.40916292848976,4724,277.0068384590081,5168.999999999999,0.9473261223580454,0.9139098471657964
11,True,-0.5,800.0994011976047,7.176047904191617,800.0994011976048,148.08326112068522,835,148.0002023483258,902.5,0.99943910762276,0.925207756232687
12,True,-0.5,865.5752351097178,6.913793103448276,865.5752351097178,120.5269119345812,638,121.85984418854042,701.0000000000001,1.011059208541597,0.9101283880171184
13,True,-0.5,975.4632299005475,148.99902765220654,975.4632299005476,2523.72113832392,58621,1176.4255549454645,100168.49999999996,0.4661472050461028,0.5852238977323212
14,True,-0.5,937.565206570433,39.19362867098059,937.565206570433,259.82337649086287,4018,249.4656590689449,4364.0,0.960135544531028,0.9207149404216316
15,True,-0.5,1178.7299346524283,170.0870921469068,1178.7299346524285,1964.4692629208116,43919,1115.8350671868352,74716.00000000001,0.5680084123728104,0.5878125167300176
16,True,-0.5,1302.2708661417323,23.99759147753589,1302.2708661417323,970.9970414071696,10795,755.4786692216238,20813.5,0.7780442545188228,0.5186537583779758
17,True,-0.5,1228.3695238095238,4.222857142857142,1228.3695238095238,126.62741699796952,525,128.4416551861913,547.0,1.0143273726277688,0.959780621572212
18,True,-0.5,1544.2565844443639,153.0767973262615,1544.2565844443636,1309.8103166302658,27527,800.3890254979378,42204.0,0.6110724700635201,0.6522367548099706
19,True,-0.5,1539.9900651971438,32.78578081341198,1539.9900651971438,300.8528137423857,3221,273.1987362099675,4162.5,0.9080810407307746,0.7738138138138139
20,True,-0.5,1669.8145112325442,97.8972753491196,1669.814511232544,1287.6437943888957,26352,761.344309869286,41679.5,0.5912693504111619,0.6322532659940738
21,True,-0.5,1771.7275338269083,45.69243043145264,1771.7275338269085,911.38181771802,15668,724.1504979909425,24124.50000000001,0.7945632488084083,0.649464237600779
22,True,-0.5,1907.2318155428384,66.97337646180642,1907.231815542838,730.2102448427661,12057,547.5340844355693,19326.000000000007,0.7498307347816904,0.6238745731139396
23,True,-0.5,1962.0405974980613,160.11332906227872,1962.040597498061,1514.6042558696058,29657,904.715383019582,51610.5,0.5973279023305941,0.5746311312620493
24,True,-0.5,2142.2470172104317,87.85334178017105,2142.247017210432,994.8670990922584,18942,747.7948585087915,34876.49999999999,0.7516530189721805,0.5431164250999958
25,True,-0.5,2367.9013225352355,154.7447211553501,2367.9013225352355,2617.0937213259504,57541,1214.1729161396372,102796.5,0.4639394096763476,0.5597564119400953
26,True,-0.5,2248.29711751663,6.964523281596453,2248.29711751663,85.55634918610404,451,88.13572284201636,463.5,1.030148243589749,0.9730312837108952
27,True,-0.5,2319.4857627757874,25.09409768055817,2319.4857627757874,357.9066376115481,5303,317.05226881509014,6597.0,0.8858518828566712,0.8038502349552827
28,True,-0.5,2408.161011860081,80.22819396487014,2408.161011860081,848.9676041556469,13322,582.2917374881373,21094.500000000004,0.6858821639811145,0.6315390267605299
29,True,-0.5,2885.5,174.33850895067445,2704.865344133645,2581.488598904568,59381,1305.906589421212,98483.0,0.5058734677253124,0.6029568554979031
30,True,-0.5,2676.1110026041665,30.393717447916668,2676.1110026041665,405.5340546095176,6144,345.6272019391312,7380.5,0.8522766411613204,0.8324639252083192
31,True,-0.5,2665.6354679802957,5.566502463054187,2665.635467980296,53.55634918610404,203,56.413685359532806,212.0,1.0533519595127694,0.9575471698113208
32,True,-0.5,2701.2065217391305,5.358695652173913,2701.2065217391305,50.97056274847714,184,53.89308215489707,194.00000000000003,1.0573373972903064,0.9484536082474224
33,True,-0.5,2743.0684410646386,6.007604562737643,2743.0684410646386,66.04163056034261,263,68.48948698079326,280.0,1.037065354075624,0.9392857142857144
34,True,-0.5,2885.5,79.07113396539718,2806.846911993144,898.8843430349616,18669,610.4445269977414,25720.499999999996,0.6791135386079347,0.7258412550300346
35,True,81.5416202982417,492.52225684397945,81.54162029824171,492.5222568439795,949.4478348960022,17972,672.260407097602,27690.000000000007,0.7080540735249957,0.649042975803539
36,True,191.49121650571828,1430.3818924887119,191.49121650571837,1430.3818924887116,1599.8174593052022,30341,897.4851451815358,52743.50000000001,0.5609922181817618,0.5752557187141543
37,True,83.36886070075025,1350.9092737257329,83.36886070075025,1350.9092737257329,684.9259735953042,12929,509.5880190307175,17027.5,0.7440045182631854,0.7593011305241522
38,True,53.06473649967472,2885.5,53.06473649967469,2847.744957709824,249.3380951166243,3074,240.16471553137492,3452.5000000000005,0.9632090732827704,0.8903692976104272
39,True,86.04895561357705,187.8829416884247,86.04895561357702,187.88294168842472,357.8183258569795,4596,316.541676928293,6223.0,0.8846435580686696,0.7385505383255665
40,True,54.050810810810844,2290.4886486486485,54.05081081081081,2290.4886486486485,118.12489168102783,925,117.06141413987568,976.5,0.9909970072690192,0.9472606246799796
41,True,58.924202127659555,463.0904255319149,58.924202127659576,463.0904255319149,107.49747468305831,752,105.6627003111156,810.0000000000001,0.982931930472299,0.9283950617283948
42,True,97.67525860607088,2083.0647787010344,97.67525860607088,2083.0647787010344,453.30360723121805,5897,370.3004120776574,9091.0,0.8168927098097789,0.6486635133648664
43,True,85.43689320388353,2296.4680281218616,85.4368932038835,2296.4680281218616,233.6639969244288,2987,217.89401182095295,3425.0000000000005,0.9325099916502064,0.8721167883211678
44,True,69.50368188512516,154.57437407952875,69.50368188512519,154.57437407952872,113.49747468305831,679,110.15049977636336,750.9999999999998,0.970510578177696,0.904127829560586
45,True,74.09844559585497,-0.5,74.09844559585493,13.51683937823834,112.76955262170048,772,112.99682591559493,808.0000000000001,1.0020153781637926,0.9554455445544552
46,True,106.20500863557857,1288.6231433506046,106.20500863557858,1288.6231433506046,400.1736649163069,5790,326.3061558041655,7777.0,0.8154113686426863,0.7445030217307445
47,True,102.64353233830843,827.6502487562188,102.64353233830846,827.650248756219,248.59292911256333,4020,238.88046907969235,4170.0,0.9609302643178836,0.9640287769784172
48,True,123.1698440207972,137.72047536518937,123.16984402079724,137.7204753651894,298.8772003600252,4039,272.1265940185325,4885.999999999999,0.910496329899808,0.8266475644699142
49,True,257.2763007792107,1791.6748777045186,257.2763007792107,1791.6748777045186,2147.973880278806,51719,1158.822924598024,91458.5,0.5394958175411375,0.565491452407376
50,True,163.65196971821115,129.0775970839759,163.65196971821112,129.0775970839759,772.2813126546316,14266,557.8640724298889,21530.499999999996,0.722358631872488,0.662594923480644
51,True,137.9892537313433,2090.16447761194,137.9892537313433,2090.16447761194,291.56349186104046,3350,261.59485491663537,4514.999999999999,0.8972140278842312,0.7419712070874863
52,True,157.2547844577615,537.9860815774211,157.25478445776145,537.9860815774213,580.3401871576773,10346,446.0293450661629,13890.499999999998,0.768565325883554,0.7448256002303734
53,True,164.8106426212853,1270.8843027686055,164.81064262128524,1270.8843027686055,468.3158005400378,7874,376.8156564533518,9868.0,0.8046187124560548,0.7979327117957032
54,True,123.00130039011708,2113.782834850455,123.00130039011704,2113.782834850455,108.25483399593904,769,108.06534979355244,809.5,0.9982496467326928,0.9499691167387276
55,True,137.90837178642062,2131.6196440342783,137.90837178642056,2131.6196440342783,174.61017305526644,1517,165.0508461578491,1838.5,0.9452533221280772,0.8251291813978788
56,True,205.71286165815707,-0.5,205.71286165815707,34.74556284950158,539.2325394193526,8226,437.2267552178783,10865.0,0.8108315490172116,0.7571099861942016
57,True,215.54108060917645,985.6488505189641,215.54108060917645,985.648850518964,574.1147904132612,10309,476.69610371597054,13865.0,0.8303149678008358,0.743526866209881
58,True,238.8056733544778,2581.8704251452195,238.80567335447773,2581.8704251452195,1511.3027406794408,28061,840.2788481712772,48575.5,0.5559963768698722,0.5776780475754238
59,True,148.26781326781327,468.97420147420144,148.26781326781327,468.9742014742015,119.15432893255073,814,115.38287345006908,904.0,0.968348145499468,0.9004424778761062
60,True,237.23379227376017,2098.346544579602,237.2337922737602,2098.346544579602,818.8498551495554,14962,551.3735399280433,21402.00000000001,0.6733512089677783,0.6990935426595641
61,True,329.10691422713285,591.1591980863425,329.1069142271329,591.1591980863424,1835.0550493584385,43895,1051.6676863613438,72372.49999999997,0.5730987126130206,0.6065149055235071
