Label,Parent,Geometry/Area,Geometry/Perimeter,Lobeyness/Circularity,CellCenters(x),CellCenters(y)
2,0,5123,392.388,2.39164774502672,19.9808705836424,143.452078860043
3,0,50817,2205.582,7.61776429498012,233.277407166893,212.739968908043
4,0,3209,248.213,1.52781041477911,27.4636958554067,291.6880648177
5,0,64960,2690.955,8.87068158130128,251.284159482759,412.948937807882
6,0,3788,301.43,1.90876785577964,36.2370644139388,419.441657866948
7,0,2770,231.921,1.54522069795491,26.8407942238267,466.262093862816
8,0,189,61.637,1.59959971067325,4.34391534391534,511.031746031746
9,0,39430,1623.134,5.31706670834598,108.590311945219,698.671798123256
10,0,4724,277.43,1.29654349563827,52.1162150719729,696.822396274344
11,0,835,142.255,1.9285848039125,8.17604790419162,801.099401197605
12,0,638,116.485,1.69242512982973,7.91379310344828,866.575235109718
13,0,58621,2395.569,7.7903017891694,149.999027652207,976.463229900548
14,0,4018,247.7,1.21515650676166,40.1936286709806,938.565206570433
15,0,43919,1863.539,6.29237598782245,171.087092146907,1179.72993465243
16,0,10795,928.772,6.35895450027191,24.9975914775359,1303.27086614173
17,0,525,122.232,2.26464779271807,5.22285714285714,1229.36952380952
18,0,27527,1238.521,4.43443203112,154.076797326261,1545.25658444436
19,0,3221,287.941,2.04836066939561,33.785780813412,1540.99006519714
20,0,26352,1222.895,4.51600997773502,98.8972753491196,1670.81451123254
21,0,15668,867.152,3.81915279055911,46.6924304314526,1772.72753382691
22,0,12057,692.738,3.16729779120746,67.9733764618064,1908.23181554284
23,0,29657,1442.634,5.58438363407031,161.113329062279,1963.04059749806
24,0,18942,947.661,3.77285678339038,88.853341780171,2143.24701721043
25,0,57541,2481.93,8.51906217538686,155.74472115535,2368.90132253524
26,0,451,82.428,1.19884522810921,7.96452328159645,2249.29711751663
27,0,5303,341.865,1.75379080680315,26.0940976805582,2320.48576277579
28,0,13322,810.131,3.92040747469875,81.2281939648701,2409.16101186008
29,0,59381,2457.683,8.09458074957484,175.338508950674,2705.86534413365
30,0,6144,386.557,1.93537895025482,31.3937174479167,2677.11100260417
