label,neighbor
2,1
2,122
3,4
3,5
3,56
3,74
3,84
3,122
3,297
4,3
4,5
5,3
5,4
5,6
5,67
5,74
5,139
5,282
5,314
5,463
6,5
6,7
6,463
7,6
7,463
8,463
9,10
9,11
9,12
9,13
9,463
9,487
10,9
11,9
11,12
12,9
12,11
12,13
13,9
13,12
13,14
13,15
13,35
13,100
13,198
13,225
13,258
13,328
13,387
13,406
13,463
14,13
15,13
15,16
15,209
15,231
15,258
15,285
15,315
15,379
15,443
15,516
15,526
16,15
16,17
16,18
16,379
16,443
17,16
18,16
18,19
18,20
18,249
18,266
18,379
19,18
19,20
20,18
20,19
20,21
20,266
21,20
21,22
21,266
22,21
22,23
22,266
23,22
23,24
23,61
23,266
23,307
23,351
24,23
24,25
24,307
24,351
24,495
25,24
25,26
25,27
25,28
25,29
25,63
25,207
25,213
25,351
25,495
26,25
26,27
27,25
27,26
27,28
28,25
28,27
28,29
29,25
29,28
29,30
29,34
29,63
29,69
29,109
29,365
30,29
30,31
30,32
30,33
30,34
31,30
32,30
33,30
33,34
34,29
34,30
34,33
34,38
35,13
35,67
35,162
35,198
35,328
35,354
35,387
35,463
36,37
36,44
36,170
36,179
36,244
36,265
36,277
36,300
36,393
36,504
36,534
37,36
37,126
37,170
37,244
37,300
37,331
37,382
37,484
37,581
38,34
39,214
39,291
39,491
40,118
40,155
40,543
40,552
40,586
41,441
41,537
42,168
42,371
42,546
43,174
43,507
44,36
44,534
45,1
46,53
46,74
46,308
46,383
46,388
47,116
47,265
47,420
47,477
47,501
48,72
48,89
48,356
48,541
49,78
49,115
49,129
49,141
49,160
49,238
49,254
49,369
49,416
49,455
49,503
49,504
49,548
49,590
50,283
50,442
50,565
50,578
51,196
51,517
52,249
52,281
52,315
52,531
53,46
53,74
53,208
53,383
54,268
54,385
54,524
55,388
55,389
56,1
56,3
56,122
57,65
57,66
57,248
57,362
58,148
58,195
58,290
58,345
58,510
58,546
58,549
58,611
60,278
60,357
60,366
60,435
61,23
61,158
61,176
61,266
61,292
61,351
61,438
61,558
61,571
61,592
62,214
62,380
62,389
63,25
63,29
63,109
63,124
63,163
63,207
63,237
63,246
63,260
63,309
63,342
63,351
63,396
63,457
64,233
64,453
64,523
65,57
65,66
65,128
65,174
65,248
65,261
65,378
65,442
66,57
66,65
66,248
67,5
67,35
67,132
67,139
67,156
67,211
67,282
67,314
67,320
67,354
67,380
67,390
67,463
67,521
67,550
68,98
68,231
68,516
69,29
70,86
70,376
70,484
71,82
71,98
71,153
71,190
71,253
71,516
71,567
72,48
72,89
72,134
72,185
72,218
72,233
72,337
72,410
72,441
72,492
72,537
72,541
73,214
73,380
74,3
74,5
74,46
74,53
74,84
74,119
74,140
74,186
74,193
74,208
74,282
74,388
74,389
74,536
75,104
75,202
75,305
75,415
75,445
75,517
76,373
76,403
76,468
76,518
76,524
77,176
77,438
77,451
77,498
77,584
78,49
78,160
78,164
78,238
78,244
78,294
78,304
78,503
78,533
79,148
79,607
79,609
80,248
80,303
80,343
80,392
80,450
81,131
81,191
82,71
82,98
82,516
83,201
83,214
83,568
84,3
84,74
85,191
85,202
85,215
85,230
85,287
85,415
85,418
85,444
85,480
86,70
86,106
86,215
86,376
86,476
86,484
87,206
87,248
87,378
88,160
88,357
88,366
88,375
88,435
89,48
89,72
89,222
89,337
89,356
90,339
90,432
90,477
91,231
91,315
92,195
92,479
92,554
93,160
93,164
93,363
93,375
93,563
93,587
94,173
94,220
95,105
95,540
96,110
96,268
96,290
96,364
96,467
96,475
96,489
96,500
96,510
96,524
96,591
97,107
97,109
98,68
98,71
98,82
98,190
98,231
98,253
98,516
99,188
99,210
99,214
99,233
99,492
99,574
100,13
100,198
101,206
101,261
101,350
101,378
101,538
101,562
101,573
102,315
102,527
102,531
104,75
104,154
104,181
104,235
104,236
104,305
104,395
104,415
104,445
104,452
104,469
104,532
105,95
105,148
105,540
105,546
106,86
106,215
106,484
107,97
107,109
108,138
108,153
108,291
108,513
108,567
109,29
109,63
109,97
109,107
109,112
109,124
109,365
109,486
110,96
110,268
110,372
110,385
110,475
110,557
111,145
111,167
111,177
111,194
111,298
111,364
111,412
111,467
111,470
111,500
111,603
112,109
112,124
112,486
113,277
113,313
113,504
114,117
114,127
114,254
114,313
115,49
115,127
115,254
115,313
115,369
115,407
115,497
115,504
115,566
116,47
116,150
116,377
116,477
116,501
117,114
117,212
117,254
117,313
117,416
118,40
118,134
118,155
118,192
118,203
118,220
118,374
118,471
118,543
119,74
120,147
120,521
121,288
121,318
121,575
122,1
122,2
122,3
122,56
122,297
123,137
123,159
123,271
123,280
123,294
123,296
123,333
123,507
124,63
124,109
124,112
124,163
124,486
125,137
125,205
125,347
125,565
125,608
126,37
126,331
126,399
126,484
127,114
127,115
127,254
127,313
128,65
128,174
128,248
128,507
129,49
