label,neighbor
2,1
2,3
2,208
3,2
3,4
3,5
3,56
3,74
3,84
3,208
4,3
4,5
5,3
5,4
5,6
5,74
5,184
5,277
5,310
5,345
5,438
5,450
5,494
5,507
6,5
6,7
6,450
7,6
7,9
7,450
8,9
9,7
9,8
9,10
9,11
9,12
9,13
9,288
9,345
9,450
9,507
9,511
10,9
11,9
11,12
12,9
12,11
12,13
13,9
13,12
13,14
13,15
13,87
13,288
13,511
13,605
14,13
15,13
15,16
15,87
15,214
15,260
15,288
15,455
15,464
15,574
16,15
16,17
16,214
17,16
18,19
18,20
18,214
18,259
18,420
19,18
19,20
20,18
20,19
20,21
20,214
20,293
20,318
20,378
20,479
21,20
21,22
21,293
21,318
22,21
22,23
22,318
23,22
23,24
23,215
23,305
23,318
23,571
24,23
24,25
24,176
24,571
25,24
25,26
25,27
25,28
25,29
25,39
25,176
25,264
25,300
25,435
25,563
25,591
26,25
26,27
27,25
27,26
27,28
27,39
28,25
28,27
28,29
29,25
29,28
29,30
29,34
29,69
29,97
29,118
29,218
29,264
29,563
30,29
30,31
30,32
30,33
30,34
31,30
32,30
33,30
33,34
34,29
34,30
34,33
34,38
35,89
35,170
35,351
35,433
35,491
35,524
36,139
36,166
36,167
36,220
36,416
36,434
36,442
36,469
36,488
36,613
37,228
37,380
37,581
37,588
38,34
39,25
39,27
40,71
40,169
41,192
41,282
41,283
41,572
42,108
42,117
42,214
42,346
42,401
43,67
43,458
43,548
44,46
44,473
45,1
46,44
46,346
46,384
46,473
47,78
47,134
48,101
48,217
48,279
48,449
49,148
49,224
49,230
49,233
49,294
49,313
49,438
49,453
50,137
50,168
50,299
50,401
50,434
50,459
51,77
51,389
51,396
52,379
52,477
52,529
52,531
53,109
53,201
53,458
53,517
55,114
55,266
55,343
56,1
56,3
56,208
57,66
57,117
57,346
57,434
57,600
58,104
58,174
58,177
58,347
58,411
58,543
59,253
59,277
60,100
60,164
60,228
60,426
60,434
60,588
61,75
61,134
61,160
61,201
61,221
61,360
61,486
61,503
61,551
61,557
61,575
61,617
62,85
62,537
63,64
63,72
63,145
63,172
63,180
63,263
63,326
63,328
63,346
63,362
63,373
63,380
63,402
63,408
63,435
63,500
63,519
63,554
63,577
63,597
63,611
64,63
64,380
65,115
65,132
65,181
65,236
65,546
65,568
65,609
66,57
66,434
67,43
67,78
67,105
67,134
67,159
67,247
67,361
67,366
67,415
67,424
67,430
67,458
67,481
67,517
67,548
68,195
68,205
68,266
68,269
68,540
68,567
69,29
70,231
70,522
71,40
71,88
71,127
71,169
71,304
71,388
71,442
71,470
71,478
71,584
72,63
72,173
72,207
72,364
72,373
72,402
72,435
72,563
73,109
73,201
73,503
74,3
74,5
74,84
74,119
74,140
74,148
74,186
74,190
74,193
74,202
74,295
74,399
74,438
75,61
75,122
75,134
75,138
75,160
75,275
75,351
75,528
76,96
76,98
76,282
76,315
76,513
77,51
77,228
77,320
77,375
77,389
77,396
77,432
78,47
78,67
78,116
78,134
78,247
78,254
78,297
78,357
78,367
78,415
78,441
78,481
78,509
78,533
78,558
78,598
79,279
79,547
80,85
80,191
80,196
80,255
80,497
80,499
80,537
80,587
81,200
81,535
82,212
82,395
83,114
83,277
84,3
84,74
85,62
85,80
85,196
85,290
85,537
85,541
86,212
86,222
86,415
86,520
86,544
87,13
87,15
87,288
87,464
88,71
88,388
89,35
89,170
89,235
89,329
89,351
89,492
89,524
90,504
90,616
91,279
91,449
92,145
92,245
92,384
93,129
93,169
93,487
93,527
93,537
93,584
93,595
95,132
95,372
95,524
96,76
96,132
96,282
96,283
96,365
96,491
96,505
96,513
96,524
96,566
96,590
97,29
97,107
97,218
98,76
98,282
98,315
98,376
98,582
99,101
99,143
99,249
100,60
100,434
101,48
101,99
101,143
101,203
101,206
101,217
101,249
101,250
101,279
101,292
101,313
101,410
101,449
101,498
102,215
103,229
103,417
103,499
104,58
104,130
104,174
104,177
104,325
104,342
104,347
104,350
104,394
104,456
104,477
104,504
104,529
104,531
104,546
104,549
104,561
104,599
105,67
105,134
105,201
105,458
106,205
106,510
106,516
107,97
107,112
107,218
108,42
108,214
108,346
108,378
109,53
109,73
109,201
109,272
109,389
109,448
109,503
109,517
110,268
110,501
110,593
111,123
111,142
111,160
111,196
111,265
111,283
111,335
111,463
