label,neighbor
2,1
2,396
2,501
3,56
3,74
3,84
3,208
3,501
4,5
4,501
5,4
5,6
5,9
5,61
5,74
5,136
5,315
5,342
5,355
5,441
5,501
5,533
5,575
6,5
6,61
7,8
7,61
8,7
8,9
8,61
9,5
9,8
9,10
9,11
9,12
9,13
9,61
9,79
9,136
9,173
9,319
10,9
11,9
11,12
12,9
12,11
12,13
13,9
13,12
13,14
13,15
13,145
13,173
13,313
14,13
15,13
15,16
15,133
15,313
15,356
15,442
16,15
16,17
16,18
16,133
16,442
17,16
18,16
18,19
18,20
18,76
18,214
18,442
19,18
19,20
20,18
20,19
20,21
20,22
20,167
20,214
20,305
21,20
21,22
22,20
22,21
22,23
22,305
23,22
23,24
23,58
23,134
23,214
23,305
24,23
24,25
24,134
25,24
25,26
25,27
25,28
25,134
25,179
25,200
25,228
25,370
25,389
25,480
26,25
26,27
27,25
27,26
27,28
28,25
28,27
28,29
28,389
29,28
29,30
29,34
29,60
29,69
29,97
29,127
29,256
29,389
29,537
30,29
30,31
30,32
30,33
30,34
31,30
32,30
33,30
33,34
34,29
34,30
34,33
34,38
35,63
35,118
35,196
35,203
35,292
35,343
35,435
35,465
35,495
35,563
36,87
36,125
36,131
36,248
36,263
36,349
36,366
36,503
36,521
36,552
37,196
37,213
37,224
37,232
37,254
37,279
37,304
38,34
39,177
39,206
39,534
39,584
40,94
40,323
40,351
40,582
41,57
41,399
41,449
41,558
42,205
42,450
42,516
43,188
43,194
43,294
44,162
44,377
45,1
46,222
46,313
46,453
46,588
47,160
47,191
48,75
48,85
48,151
48,505
48,510
49,67
49,101
49,218
49,220
49,332
49,340
49,387
49,391
49,452
49,577
50,77
50,129
50,227
50,248
50,373
50,451
50,503
50,530
51,233
51,276
51,375
51,377
52,67
52,102
52,168
52,277
53,65
53,506
53,522
54,196
54,203
55,114
55,277
56,1
56,3
56,208
57,41
57,250
57,288
57,399
57,449
57,517
58,23
58,167
58,214
58,305
59,132
59,310
59,361
60,29
60,282
60,334
60,389
60,537
61,5
61,6
61,7
61,8
61,9
61,319
62,72
62,111
62,160
63,35
63,108
63,148
63,279
63,298
63,337
63,435
63,437
63,460
63,465
63,482
63,495
63,507
63,545
63,596
64,160
64,448
64,554
65,53
65,153
65,174
65,339
65,447
65,499
65,506
65,522
66,480
67,49
67,52
67,99
67,102
67,115
67,117
67,137
67,142
67,168
67,182
67,202
67,220
67,228
67,233
67,234
67,235
67,245
67,277
67,316
67,322
67,328
67,391
67,403
67,414
67,416
67,525
67,565
67,574
68,195
68,348
68,354
68,444
68,481
68,484
69,29
70,315
70,518
70,533
71,116
71,221
71,248
71,270
71,568
72,62
72,83
72,101
72,111
72,160
72,187
72,205
72,324
72,369
72,379
72,384
72,483
72,516
73,261
73,373
73,392
73,467
74,3
74,5
74,84
74,88
74,119
74,140
74,175
74,186
74,193
74,207
74,315
74,462
74,501
74,591
75,48
75,85
75,196
75,402
75,404
75,415
75,496
75,510
76,18
76,214
76,372
76,442
76,511
77,50
77,95
77,96
77,129
77,227
77,434
77,467
77,503
77,530
78,87
78,104
78,154
78,238
78,258
78,263
78,281
78,290
78,331
78,366
78,394
78,424
78,434
78,463
78,539
78,549
79,9
79,136
79,173
79,441
79,453
80,169
80,187
80,249
80,320
80,379
80,411
80,456
81,203
81,343
82,195
82,354
83,72
83,101
83,205
83,324
83,380
84,3
84,74
85,48
85,75
85,151
85,201
85,402
85,410
85,415
85,496
85,505
85,592
86,164
86,288
86,312
86,382
86,446
87,36
87,78
87,125
87,263
87,394
87,552
88,74
88,175
88,462
88,591
89,123
89,160
89,198
89,244
89,247
89,280
89,311
89,491
90,170
90,407
90,448
91,122
91,275
91,524
91,558
93,194
93,244
93,395
93,434
94,40
94,323
94,351
95,77
95,530
96,77
96,244
96,255
96,284
96,395
96,430
96,434
96,467
97,29
97,107
97,127
97,537
98,215
98,344
98,517
99,67
99,574
100,279
100,437
101,49
101,72
101,83
101,111
101,218
101,277
101,380
101,387
101,458
101,490
101,577
101,606
101,614
102,52
102,67
103,320
103,531
104,78
104,113
104,130
104,139
104,143
104,177
104,331
104,463
104,470
104,539
104,549
104,561
104,562
104,571
105,166
105,287
105,546
105,609
106,132
106,190
106,433
106,436
106,453
107,97
107,537
108,63
108,148
108,229
108,236
108,337
108,551
108,618
109,120
109,191
109,215
109,223
109,283
109,307
109,363
109,422
109,432
109,438
109,484
111,62
111,72
111,101
111,152
111,160
111,261
111,277
111,318
111,478
111,487
111,599
111,614
112,124
112,468
112,537
113,104
113,177
113,571
114,55
114,181
114,277
114,375
115,67
115,182
115,228
116,71
116,221
116,248
116,513
117,67
117,245
118,35
118,195
118,343
118,354
118,385
118,563
119,74
120,109
120,283
120,307
120,422
121,261
121,407
121,491
122,91
122,135
122,275
122,288
122,524
122,558
122,559
122,619
123,89
123,191
123,198
123,244
123,265
123,294
123,427
123,473
123,547
123,598
124,112
124,163
124,239
124,282
124,428
124,537
125,36
125,87
125,394
125,503
125,552
125,608
126,143
126,290
127,29
127,97
127,431
127,537
128,445
128,531
128,578
128,605
129,50
129,77
129,373
129,467
130,104
130,571
131,36
131,248
131,503
132,59
132,106
132,171
132,212
132,310
132,361
132,433
132,436
132,453
133,15
133,16
133,442
134,23
134,24
134,25
134,200
134,214
134,370
134,480
134,548
135,122
135,558
136,5
136,9
136,79
136,441
137,67
137,149
137,202
137,233
137,235
137,291
137,330
137,364
137,464
137,513
137,574
138,163
138,416
138,565
139,104
139,463
140,74
141,195
141,484
141,563
142,67
142,234
142,277
143,104
143,126
143,290
143,350
143,469
143,520
143,541
143,544
143,561
143,562
143,570
143,612
144,266
144,516
145,13
145,313
146,315
146,415
146,592
147,193
147,207
148,63
148,108
148,174
148,229
148,279
148,447
148,569
149,137
149,513
150,188
150,244
150,294
151,48
151,85
152,111
152,261
152,487
153,65
153,204
153,339
153,522
153,543
153,585
154,78
154,290
154,331
155,159
155,253
155,594
156,160
156,401
157,309
157,569
158,214
158,340
159,155
159,161
159,180
159,253
159,271
159,283
159,351
159,358
159,423
159,507
159,519
159,594
160,47
160,62
160,64
160,72
160,89
160,111
160,156
160,170
160,191
160,198
160,247
160,249
160,311
160,318
160,320
160,335
160,347
160,369
160,401
160,411
160,438
160,448
160,486
160,491
160,540
160,554
160,587
160,590
160,613
161,159
161,271
161,351
162,44
162,248
162,259
162,373
162,374
162,377
163,124
163,138
163,178
163,197
163,240
163,241
163,291
163,416
163,428
163,565
164,86
164,194
164,268
164,288
164,294
164,312
164,357
164,421
164,517
165,215
165,363
165,617
166,105
166,287
166,351
166,475
166,524
166,607
166,609
167,20
167,58
167,214
167,305
168,52
168,67
168,233
168,276
168,277
168,327
168,375
169,80
169,187
169,320
169,445
169,453
169,509
169,523
169,531
169,578
170,90
170,160
170,318
170,407
170,448
171,132
171,310
171,453
171,508
172,346
172,479
173,9
173,13
173,79
173,313
173,453
174,65
174,148
174,209
174,300
174,447
174,499
174,569
175,74
175,88
175,315
175,462
175,591
176,229
176,231
176,309
176,329
176,383
176,418
176,569
177,39
177,104
177,113
177,206
177,274
177,367
177,463
177,532
177,571
177,573
177,584
178,163
179,25
179,228
179,389
180,159
180,351
180,423
181,114
181,226
181,259
181,261
181,277
181,373
181,375
181,397
181,603
182,67
182,115
182,220
182,228
182,378
182,583
183,346
183,524
184,266
184,314
185,303
185,434
185,527
185,532
186,74
187,72
187,80
187,169
187,217
187,266
187,278
187,379
187,384
187,453
187,504
187,516
188,43
188,150
188,194
188,244
188,294
189,260
189,307
189,346
190,106
190,453
190,476
191,47
191,109
191,123
191,160
191,198
191,363
191,365
191,432
191,438
191,547
191,598
192,214
192,372
192,380
192,442
192,450
193,74
193,147
193,199
193,207
193,219
193,224
194,43
194,93
194,164
194,188
194,244
194,268
194,294
194,303
194,421
194,434
195,68
195,82
195,118
195,141
195,354
195,484
195,563
196,35
196,37
196,54
196,75
196,203
196,213
196,224
196,254
196,279
196,299
196,304
196,343
196,362
196,404
196,415
196,495
196,510
197,163
198,89
198,123
198,160
198,191
198,311
198,365
198,473
198,486
198,598
199,193
200,25
200,134
200,370
201,85
201,212
201,272
201,310
201,315
201,361
201,410
201,445
201,453
201,459
201,508
201,523
201,557
201,592
202,67
202,137
202,235
202,328
202,414
203,35
203,54
203,81
203,196
203,343
204,153
204,522
204,585
205,42
205,72
205,83
205,324
205,380
205,450
205,516
206,39
206,177
206,286
206,288
206,302
206,303
206,367
206,534
206,535
207,74
207,147
207,193
207,211
207,224
207,246
207,315
207,415
208,1
208,3
208,56
208,498
208,501
209,174
209,296
209,300
209,309
209,569
210,376
210,484
211,207
211,246
211,415
212,132
212,201
212,295
212,315
212,342
212,361
212,406
212,441
212,453
212,455
212,457
212,533
212,566
213,37
213,196
213,254
214,18
214,20
214,23
214,58
214,76
214,134
214,158
214,167
214,192
214,220
214,228
214,264
214,301
214,325
214,340
214,372
214,378
214,380
214,387
214,458
214,480
214,511
214,548
215,98
215,109
215,165
215,260
215,307
215,344
215,346
215,363
215,517
215,617
216,288
216,303
216,312
217,187
217,266
218,49
218,101
218,234
218,277
218,391
218,452
219,193
219,224
220,49
220,67
220,182
220,214
220,264
220,332
220,340
220,378
220,494
221,71
221,116
221,297
221,477
221,513
221,568
222,46
222,313
222,453
223,109
223,363
224,37
224,193
224,196
224,207
224,219
224,246
224,252
224,267
224,279
224,304
224,415
224,514
225,290
225,502
226,181
226,261
226,277
227,50
227,77
227,530
228,25
228,67
228,115
228,179
228,182
228,214
228,239
228,301
228,334
228,378
228,389
228,403
228,480
228,555
228,583
229,108
229,148
229,176
229,236
229,418
229,551
229,569
229,618
230,492
230,546
230,616
231,176
231,236
231,309
231,326
231,329
231,351
231,418
231,423
231,440
231,443
231,500
231,546
231,582
232,37
232,279
232,536
233,51
233,67
233,137
233,168
233,276
233,364
233,371
233,377
233,488
234,67
234,142
234,218
234,277
234,316
234,391
235,67
235,137
235,202
235,291
235,565
236,108
236,229
236,231
236,337
236,418
236,500
236,618
238,78
238,281
238,394
239,124
239,228
239,282
239,334
239,403
239,428
240,163
240,241
241,163
241,240
241,251
241,262
241,291
241,513
242,448
242,491
243,261
243,467
243,595
244,89
244,93
244,96
244,123
244,150
244,188
244,194
244,255
244,265
244,280
244,284
244,294
244,395
244,430
244,491
245,67
245,117
245,416
246,207
246,211
246,224
246,415
246,514
247,89
247,160
247,491
248,36
248,50
248,71
248,116
248,131
248,162
248,270
248,364
248,366
248,371
248,374
248,377
248,393
248,451
248,503
248,513
249,80
249,160
249,379
249,401
249,411
249,456
249,587
250,57
250,288
250,517
251,241
251,262
252,224
253,155
253,159
253,358
253,435
253,507
253,519
253,526
253,579
253,594
254,37
254,196
254,213
254,279
254,362
255,96
255,244
255,284
255,430
256,29
256,537
257,320
257,438
257,580
258,78
258,463
259,162
259,181
259,373
259,375
259,377
260,189
260,215
260,307
260,346
261,73
261,111
261,121
261,152
261,181
261,226
261,243
261,277
261,318
261,373
261,407
261,467
261,487
261,491
261,595
262,241
262,251
262,293
262,297
262,306
262,336
262,477
262,513
263,36
263,78
263,87
263,349
263,366
264,214
264,220
264,378
264,494
265,123
265,244
265,294
266,144
266,184
266,187
266,217
266,308
266,313
266,314
266,356
266,442
266,450
266,504
266,516
267,224
267,279
268,164
268,194
268,303
268,357
269,341
269,517
270,71
270,248
270,366
270,477
270,568
271,159
271,161
271,283
271,307
271,346
271,351
271,479
272,201
272,453
272,523
274,177
274,463
274,532
274,556
275,91
275,122
275,524
276,51
276,168
276,233
276,375
276,497
277,52
277,55
277,67
277,101
277,111
277,114
277,142
277,168
277,181
277,218
277,226
277,234
277,261
277,327
277,375
278,187
278,379
279,37
279,63
279,100
279,148
279,196
279,224
279,232
279,254
279,267
279,289
279,298
279,317
279,338
279,359
279,381
279,398
279,400
279,409
279,429
279,437
279,447
279,460
279,495
279,536
279,545
280,89
280,244
280,491
281,78
281,238
281,394
282,60
282,124
282,239
282,334
282,537
283,109
283,120
283,159
283,271
283,307
283,321
283,484
283,519
284,96
284,244
284,255
284,467
284,491
285,463
285,532
286,206
286,288
287,105
287,166
287,351
287,412
287,443
287,546
288,57
288,86
288,122
288,164
288,206
288,216
288,250
288,286
288,303
288,312
288,333
288,382
288,399
288,446
288,472
288,517
288,535
288,553
288,558
288,559
288,564
289,279
290,78
290,126
290,143
290,154
290,225
290,331
290,424
290,493
290,502
290,512
290,520
290,561
291,137
291,163
291,235
291,241
291,464
291,513
291,565
292,35
292,435
292,563
293,262
293,477
294,43
294,123
294,150
294,164
294,188
294,194
294,244
294,265
294,344
294,427
294,517
294,547
295,212
295,441
295,453
296,209
296,300
296,309
296,388
296,499
297,221
297,262
297,477
297,513
298,63
298,279
299,196
299,343
299,489
299,510
299,600
300,174
300,209
300,296
300,499
301,214
301,228
301,480
302,206
302,534
302,535
303,185
303,194
303,206
303,216
303,268
303,288
303,312
303,357
303,367
303,434
303,527
303,532
304,37
304,196
304,224
305,20
305,22
305,23
305,58
305,167
306,262
306,353
306,477
307,109
307,120
307,189
307,215
307,260
307,271
307,283
307,346
307,422
308,266
308,504
309,157
309,176
309,209
309,231
309,296
309,383
309,388
309,440
309,546
309,569
310,59
310,132
310,171
310,201
310,361
310,508
310,557
311,89
311,160
311,198
311,347
312,86
312,164
312,216
312,288
312,303
312,357
313,13
313,15
313,46
313,145
313,173
313,222
313,266
313,356
313,453
313,504
313,581
313,588
314,184
314,266
314,516
315,5
315,70
315,74
315,146
315,175
315,201
315,207
315,212
315,415
315,462
315,518
315,533
315,592
316,67
316,234
316,525
317,279
317,338
318,111
318,160
318,170
318,261
318,407
318,478
318,487
319,9
319,61
320,80
320,103
320,160
320,169
320,257
320,411
320,438
320,531
320,580
320,590
320,613
321,283
321,376
321,484
321,519
322,67
323,40
323,94
323,351
324,72
324,83
324,205
325,214
326,231
326,351
326,443
326,582
327,168
327,277
327,375
328,67
328,202
328,414
329,176
329,231
329,418
330,137
330,364
331,78
331,104
331,154
331,290
331,561
332,49
332,220
333,288
333,399
334,60
334,228
334,239
334,282
334,389
335,160
335,554
336,262
336,513
337,63
337,108
337,236
337,417
337,500
337,507
338,279
338,317
338,359
339,65
339,153
339,499
339,543
340,49
340,158
340,214
340,220
340,387
341,269
341,346
341,517
342,5
342,212
342,406
342,441
342,455
342,533
342,575
343,35
343,81
343,118
343,196
343,203
343,299
343,385
343,445
343,489
343,600
344,98
344,215
344,294
344,363
344,517
344,547
345,453
346,172
346,183
346,189
346,215
346,260
346,271
346,307
346,341
346,351
346,479
346,517
346,524
347,160
347,311
347,540
348,68
348,438
348,444
348,484
348,611
349,36
349,263
349,366
349,521
350,143
350,570
350,612
351,40
351,94
351,159
351,161
351,166
351,180
351,231
351,271
351,287
351,323
351,326
351,346
351,412
351,423
351,443
351,479
351,524
351,529
351,582
352,438
352,484
353,306
353,368
353,477
354,68
354,82
354,118
354,195
354,385
354,420
354,438
354,444
354,445
354,531
355,5
355,441
356,15
356,266
356,313
356,442
357,164
357,268
357,303
357,312
358,159
358,253
358,519
359,279
359,338
361,59
361,132
361,201
361,212
361,310
361,457
361,557
361,566
362,196
362,254
363,109
363,165
363,191
363,215
363,223
363,344
363,547
363,617
364,137
364,233
364,248
364,330
364,371
364,488
364,513
365,191
365,198
365,598
366,36
366,78
366,248
366,263
366,270
366,349
366,368
366,413
366,419
366,424
366,425
366,439
366,477
366,521
367,177
367,206
367,303
367,532
368,353
368,366
368,477
369,72
369,160
369,401
369,483
370,25
370,134
370,200
371,233
371,248
371,364
371,377
372,76
372,192
372,214
372,442
372,511
373,50
373,73
373,129
373,162
373,181
373,259
373,261
373,374
373,392
373,451
373,467
374,162
374,248
374,373
374,393
374,451
375,51
375,114
375,168
375,181
375,259
375,276
375,277
375,327
375,377
375,397
375,497
376,210
376,321
376,435
376,484
376,519
376,526
376,563
377,44
377,51
377,162
377,233
377,248
377,259
377,371
377,375
378,182
378,214
378,220
378,228
378,264
378,494
378,555
379,72
379,80
379,187
379,249
379,278
379,384
379,401
379,456
379,483
380,83
380,101
380,192
380,205
380,214
380,450
380,458
380,606
381,279
382,86
382,288
382,446
383,176
383,309
383,569
384,72
384,187
384,379
385,118
385,343
385,354
385,445
386,388
386,492
386,543
387,49
387,101
387,214
387,340
387,458
387,490
388,296
388,309
388,386
388,492
388,499
388,543
388,546
389,25
389,28
389,29
389,60
389,179
389,228
389,334
391,49
391,67
391,218
391,234
392,73
392,373
392,467
393,248
393,374
394,78
394,87
394,125
394,238
394,281
394,434
394,608
395,93
395,96
395,244
395,434
396,1
396,2
396,498
396,501
397,181
397,375
397,603
398,279
398,400
399,41
399,57
399,288
399,333
399,558
400,279
400,398
400,405
400,409
401,156
401,160
401,249
401,369
401,379
401,483
402,75
402,85
402,415
403,67
403,228
403,239
403,416
403,428
404,75
404,196
405,400
405,409
406,212
406,342
406,441
407,90
407,121
407,170
407,261
407,318
407,448
407,491
409,279
409,400
409,405
409,429
410,85
410,201
410,445
410,505
410,510
410,600
411,80
411,160
411,249
411,320
411,590
412,287
412,351
412,443
413,366
413,419
414,67
414,202
414,328
415,75
415,85
415,146
415,196
415,207
415,211
415,224
415,246
415,315
415,402
415,592
416,67
416,138
416,163
416,245
416,403
416,426
416,428
416,565
417,337
417,500
417,507
418,176
418,229
418,231
418,236
418,329
419,366
419,413
419,425
420,354
420,438
420,531
421,164
421,194
422,109
422,120
422,307
423,159
423,180
423,231
423,351
423,500
423,507
424,78
424,290
424,366
424,439
424,461
424,493
425,366
425,419
425,439
426,416
426,428
427,123
427,294
427,547
428,124
428,163
428,239
428,403
428,416
428,426
429,279
429,409
429,447
429,454
429,466
430,96
430,244
430,255
431,127
431,537
432,109
432,191
433,106
433,132
433,436
434,77
434,78
434,93
434,96
434,185
434,194
434,303
434,394
434,395
434,463
434,503
434,527
434,532
434,602
434,608
435,35
435,63
435,253
435,292
435,376
435,465
435,507
435,526
435,563
435,579
435,596
436,106
436,132
436,433
436,453
437,63
437,100
437,279
438,109
438,160
438,191
438,257
438,320
438,348
438,352
438,354
438,420
438,444
438,484
438,531
438,572
438,580
438,611
439,366
439,424
439,425
440,231
440,309
441,5
441,79
441,136
441,212
441,295
441,342
441,355
441,406
441,453
442,15
442,16
442,18
442,76
442,133
442,192
442,266
442,356
442,372
443,231
443,287
443,326
443,351
443,412
443,546
444,68
444,348
444,354
444,438
444,611
445,128
445,169
445,201
445,343
445,354
445,385
445,410
445,509
445,523
445,531
445,578
445,600
445,605
446,86
446,288
446,382
447,65
447,148
447,174
447,279
447,429
447,466
447,485
447,506
448,64
448,90
448,160
448,170
448,242
448,407
448,491
448,554
449,41
449,57
449,517
449,524
449,558
450,42
450,192
450,205
450,266
450,380
450,516
451,50
451,248
451,373
451,374
452,49
452,218
453,46
453,79
453,106
453,132
453,169
453,171
453,173
453,187
453,190
453,201
453,212
453,222
453,272
453,295
453,313
453,345
453,436
453,441
453,476
453,504
453,508
453,523
453,581
453,588
453,593
454,429
454,466
455,212
455,342
455,533
456,80
456,249
456,379
457,212
457,361
457,566
458,101
458,214
458,380
458,387
458,490
459,201
459,592
460,63
460,279
461,424
462,74
462,88
462,175
462,315
463,78
463,104
463,139
463,177
463,258
463,274
463,285
463,434
463,532
463,556
464,137
464,291
464,513
465,35
465,63
465,435
466,429
466,447
466,454
466,474
466,485
467,73
467,77
467,96
467,129
467,243
467,261
467,284
467,373
467,392
467,491
467,595
468,112
468,537
469,143
469,541
469,544
469,570
470,104
470,515
470,562
470,571
470,573
472,288
472,535
472,553
473,123
473,198
474,466
475,166
475,524
475,601
475,607
476,190
476,453
477,221
477,262
477,270
477,293
477,297
477,306
477,353
