Label,Parent,Geometry/Area,Geometry/Perimeter,Lobeyness/Circularity,CellCenters(x),CellCenters(y)
2,0,4549,393.215,2.70479498311392,18.4119586722357,144.567377445592
3,0,51812,2307.877,8.18059885839566,231.490446228673,212.556222496719
4,0,3209,248.213,1.52781041477911,27.4636958554067,291.6880648177
5,0,73844,2560.397,7.06463195950127,233.110069877038,420.375995341531
6,0,6119,455.165,2.69430899994265,55.2376205262298,422.883967968622
7,0,4006,265.92,1.4046922787848,32.026959560659,474.430104842736
8,0,264,67.832,1.38693291042855,5.73863636363636,509.617424242424
9,0,58733,1707.24,3.9490906827071,109.650809595968,671.595900090239
10,0,4724,277.43,1.29654349563827,52.1162150719729,696.822396274344
11,0,835,142.255,1.9285848039125,8.17604790419162,801.099401197605
12,0,638,116.485,1.69242512982973,7.91379310344828,866.575235109718
13,0,65164,2280.429,6.3506110024386,154.17745994721,972.910042354674
14,0,4018,247.7,1.21515650676166,40.1936286709806,938.565206570433
15,0,51619,1720.74,4.56468757259386,186.234041728821,1182.36655107615
16,0,10488,943.229,6.75043480171438,23.7412280701754,1304.27812738368
17,0,525,122.232,2.26464779271807,5.22285714285714,1229.36952380952
18,0,34705,1098.036,2.76459326279797,155.753695432935,1547.55539547616
19,0,3221,287.941,2.04836066939561,33.785780813412,1540.99006519714
20,0,28368,1178.6,3.89667595129843,100.080971517202,1679.34651720248
21,0,15811,869.575,3.8057905917779,47.0530643223073,1772.90335842135
22,0,15094,821.422,3.55728327876441,77.3749834371273,1906.31780840069
23,0,40271,1611.374,5.13086308366966,180.927069106801,1948.86585880659
24,0,17745,833.235,3.1135019399322,71.8060862214708,2133.99729501268
25,0,60201,2275.474,6.84431809740746,152.850401156127,2371.52935997741
26,0,451,82.428,1.19884522810921,7.96452328159645,2249.29711751663
27,0,6505,356.899,1.55823694589488,31.7514219830899,2316.04365872406
28,0,13322,810.131,3.92040747469875,81.2281939648701,2409.16101186008
29,0,59224,2444.399,8.02854034929377,173.683827502364,2704.23117317304
30,0,6144,386.557,1.93537895025482,31.3937174479167,2677.11100260417
31,0,203,51.068,1.02233162955606,6.56650246305419,2666.6354679803
32,0,184,48.736,1.02724036450783,6.35869565217391,2702.20652173913
33,0,263,63.424,1.21714310846107,7.00760456273764,2744.06844106464
34,0,18669,856.597,3.12767903056922,80.0711339653972,2807.84691199314
35,0,16990,905.242,3.8381871581743,1259.24137728075,1250.20659211301
36,0,36552,1506.669,4.94213604465671,831.426351499234,2633.00495184942
37,0,13918,545.24,1.69976437247836,550.635507975284,1519.99101882454
38,0,3074,236.576,1.44886406748941,54.0647364996747,2848.74495770982
39,0,5733,363.08,1.82983886568658,2783.24943310658,2738.73539159253
40,0,1352,144.357,1.22656096846184,1825.08136094675,2176.51775147929
41,0,804,112.914,1.26191374998535,2031.27611940299,2622.12437810945
42,0,7723,452.446,2.10929637954725,2872.19927489318,1164.3269454875
43,0,3154,328.94,2.7299948210232,1846.20038046925,1612.67057704502
44,0,2612,221.294,1.49195677618929,112.548238897397,488.023353751914
45,0,772,107.76,1.19698305135927,75.0984455958549,14.5168393782383
