label,neighbor
2,1
2,5
2,153
3,5
3,56
3,74
3,84
3,153
3,328
4,5
5,2
5,3
5,4
5,6
5,74
5,75
5,109
5,247
5,265
5,275
5,286
5,388
5,391
5,453
6,5
6,7
6,75
6,275
7,6
7,8
7,9
7,75
8,7
8,9
9,7
9,8
9,10
9,11
9,12
9,13
9,75
9,83
9,265
9,401
9,453
10,9
11,9
11,12
12,9
12,11
12,13
13,9
13,12
13,14
13,15
13,83
13,123
13,136
13,217
13,218
13,246
13,401
13,500
13,511
14,13
15,13
15,111
15,123
15,290
15,291
16,18
16,290
17,290
18,16
18,19
18,20
18,111
18,261
18,290
19,18
19,20
20,18
20,19
20,21
20,261
21,20
21,22
21,261
22,21
22,23
22,261
22,504
23,22
23,261
23,472
23,504
24,134
24,504
25,28
25,29
25,130
25,134
25,181
25,374
25,379
25,449
26,27
26,134
27,26
27,28
27,134
28,25
28,27
28,29
28,134
29,25
29,28
29,30
29,34
29,51
29,69
29,97
29,98
29,106
29,379
29,449
29,462
29,563
30,29
30,31
30,32
30,33
30,34
31,30
32,30
33,30
33,34
34,29
34,30
34,33
34,38
35,134
35,181
35,452
35,463
35,519
35,537
36,61
36,121
36,137
36,236
36,335
36,343
36,355
36,389
36,393
36,453
36,491
36,568
37,214
37,288
37,292
37,366
37,448
37,510
37,534
38,34
39,313
39,495
40,78
40,524
41,279
41,447
42,49
42,567
43,60
43,62
43,194
43,318
43,324
44,198
44,214
45,1
46,122
46,239
46,248
46,406
46,435
47,67
47,174
47,255
47,380
47,431
47,567
48,137
48,227
48,369
48,453
49,42
49,67
49,80
49,156
49,190
49,253
49,255
49,276
49,378
49,503
49,536
49,567
49,586
50,158
50,166
50,315
50,356
51,29
51,379
51,449
52,65
52,241
52,434
52,445
53,248
53,283
53,299
53,415
53,517
54,111
54,290
55,99
55,283
55,415
56,1
56,3
56,153
57,168
57,187
57,188
57,270
57,356
58,108
58,205
58,253
58,378
59,313
59,427
60,43
60,62
60,191
60,194
60,282
60,343
60,479
60,508
60,533
60,581
61,36
61,121
61,207
61,266
61,417
61,488
61,491
62,43
62,60
62,191
62,318
63,100
63,122
63,128
63,207
63,208
63,257
63,260
63,315
63,364
63,372
63,389
63,435
63,475
63,479
63,481
63,507
63,533
63,595
63,608
64,438
64,547
65,52
65,163
65,241
65,445
65,540
66,170
66,194
66,547
67,47
67,49
67,104
67,114
67,190
67,255
67,293
67,361
67,380
67,385
67,415
67,433
67,478
67,503
67,521
67,531
67,536
67,564
67,606
68,316
68,375
68,453
68,617
69,29
70,342
70,524
71,74
71,173
71,176
71,224
71,274
71,313
72,220
72,221
72,305
72,358
72,386
72,397
72,447
72,506
72,522
72,543
72,545
72,585
72,587
73,234
73,334
73,376
73,524
74,3
74,5
74,71
74,84
74,119
74,140
74,176
74,186
74,193
74,274
74,286
74,388
74,455
74,470
74,550
75,5
75,6
75,7
75,9
75,247
75,265
75,275
76,458
76,463
76,467
76,484
76,516
76,526
76,537
77,366
77,419
77,425
78,40
78,348
78,382
78,501
78,524
78,555
78,557
78,559
78,619
79,89
79,304
79,334
79,346
79,489
80,49
80,156
80,253
80,503
80,586
81,160
81,264
82,126
82,154
82,179
82,316
83,9
83,13
84,3
84,74
85,125
85,205
85,378
85,456
85,458
85,467
85,537
86,118
86,228
86,278
86,363
87,90
87,187
87,312
87,492
87,554
88,105
88,535
88,558
89,79
89,115
89,145
89,248
89,304
89,334
89,346
89,489
90,87
90,312
90,492
90,554
91,118
91,145
91,228
91,278
91,342
92,128
92,157
92,207
93,261
93,273
93,354
93,373
93,556
94,346
94,411
94,558
95,160
95,351
96,104
96,346
96,361
96,415
96,483
96,496
96,517
97,29
97,98
97,107
97,271
98,29
98,97
98,101
98,124
98,242
98,271
98,303
98,350
98,462
98,523
98,529
99,55
99,283
99,310
99,380
99,415
100,63
100,194
100,257
100,260
100,315
100,469
101,98
101,163
101,269
101,284
101,303
101,350
101,367
101,377
101,379
101,440
101,445
101,480
101,513
101,523
101,584
102,108
102,320
103,177
103,342
103,528
104,67
104,96
104,155
104,231
104,233
104,287
104,293
104,340
104,346
104,361
104,411
104,471
104,478
104,521
105,88
105,230
105,535
105,553
105,558
106,29
106,379
106,462
106,523
107,97
107,112
107,271
108,58
108,102
108,205
108,253
108,320
108,434
109,5
109,179
109,388
109,391
110,410
110,424
110,493
110,502
111,15
111,18
111,54
111,261
111,290
111,291
111,354
111,362
111,402
111,416
111,583
112,107
112,124
112,242
112,271
113,196
113,366
113,424
114,67
114,361
114,385
114,415
115,89
115,145
115,228
115,238
115,248
115,399
115,473
116,120
116,195
116,541
116,561
117,291
117,326
118,86
118,91
118,278
118,342
118,363
118,492
119,74
120,116
120,195
121,36
121,61
121,207
121,335
122,46
122,63
122,202
122,212
122,248
122,280
122,406
122,435
122,475
122,507
123,13
123,15
123,218
123,246
123,291
123,345
124,98
124,112
124,163
124,242
124,243
124,303
125,85
125,458
125,467
126,82
126,154
126,179
126,588
127,150
127,438
127,450
127,477
128,63
128,92
128,157
128,207
128,507
129,194
129,226
129,302
129,547
130,25
130,181
130,374
131,175
131,288
131,510
132,185
132,291
132,309
132,491
132,561
133,134
133,504
134,24
134,25
134,26
134,27
134,28
134,35
134,133
134,181
134,189
134,192
134,258
134,261
134,373
134,422
134,463
134,472
134,504
134,519
135,206
135,352
136,13
136,218
136,401
136,453
137,36
137,48
137,369
137,371
137,453
137,491
137,561
138,164
138,294
138,395
139,402
139,416
139,583
140,74
141,334
141,337
142,232
142,282
142,343
142,580
143,168
143,187
143,188
143,220
143,244
143,329
143,476
143,487
143,543
143,546
143,592
143,598
144,233
144,254
145,89
145,91
145,115
145,228
145,238
145,334
145,342
145,376
145,473
146,187
146,487
147,166
147,477
148,177
148,203
148,285
148,421
148,482
148,515
148,524
148,532
148,546
148,605
148,607
148,609
149,205
149,434
149,445
150,127
150,438
150,477
151,249
151,407
152,185
152,416
153,1
153,2
153,3
153,56
153,328
154,82
154,126
154,316
154,375
154,588
155,104
155,478
156,49
156,80
157,92
157,128
157,207
157,266
157,507
158,50
158,166
158,315
158,477
159,214
159,231
159,292
159,357
159,503
160,81
160,95
160,196
160,206
160,214
160,235
160,263
160,264
160,321
160,351
160,394
160,396
160,410
160,424
160,518
160,562
161,266
161,441
161,507
162,339
162,346
162,349
162,464
162,465
162,501
162,558
163,65
163,101
163,124
163,178
163,197
163,240
163,241
163,243
163,269
163,303
163,445
163,540
164,138
164,249
164,266
164,294
164,308
164,309
164,344
164,395
164,603
165,282
165,389
165,533
166,50
166,147
166,158
166,216
166,336
166,356
166,426
166,428
166,477
167,191
167,343
168,57
168,143
168,188
168,244
168,270
168,428
169,174
169,225
169,294
169,387
169,404
169,441
169,516
169,565
169,567
170,66
170,194
170,279
170,442
170,547
171,212
171,380
172,266
172,441
173,71
173,224
173,313
173,390
174,47
174,169
174,212
174,295
174,314
174,380
174,431
174,441
174,507
174,567
175,131
175,288
176,71
176,74
176,193
176,224
176,550
177,103
177,148
177,187
177,342
177,421
177,444
177,492
177,524
177,528
177,546
178,163
179,82
179,109
179,126
179,316
179,388
179,391
179,588
180,194
180,547
181,25
181,35
181,130
181,134
181,215
181,258
181,268
181,333
181,374
181,452
181,513
181,519
181,537
181,582
182,389
183,248
183,272
183,399
184,294
184,441
185,132
185,152
185,291
185,309
185,416
186,74
187,57
187,87
187,143
187,146
187,177
187,188
187,356
187,444
187,476
187,487
187,492
187,546
187,554
188,57
188,143
188,168
188,187
189,134
189,504
190,49
190,67
191,60
191,62
191,167
191,313
191,318
191,343
191,388
191,427
191,457
191,495
191,548
191,588
191,593
192,134
192,373
192,423
192,463
192,494
192,552
193,74
193,176
193,199
193,219
193,224
194,43
194,60
194,66
194,100
194,129
194,170
194,180
194,226
194,260
194,302
194,318
194,324
194,442
194,446
194,469
194,479
194,498
194,547
195,116
195,120
195,218
195,371
195,453
195,525
195,541
195,551
195,561
196,113
196,160
196,214
196,366
196,396
196,424
196,499
196,505
196,538
197,163
198,44
198,213
198,214
198,233
198,351
198,392
198,394
199,193
200,479
200,533
201,259
201,308
201,309
201,344
201,354
201,373
201,416
201,484
202,122
202,212
202,280
202,507
203,148
203,605
203,607
204,352
204,418
204,518
204,520
204,544
205,58
205,85
205,108
205,149
205,297
205,378
205,434
205,445
205,456
205,513
205,537
206,135
206,160
206,235
206,298
206,307
206,311
206,352
206,518
206,544
206,562
206,575
207,61
207,63
207,92
207,121
207,128
207,157
207,266
207,335
207,389
207,488
207,497
208,63
208,315
208,595
209,214
209,499
210,239
210,435
211,288
211,448
211,596
212,122
212,171
212,174
212,202
212,248
212,280
212,283
212,295
212,380
212,507
212,618
213,198
213,233
214,37
214,44
214,159
214,160
214,196
214,198
214,209
214,231
214,233
214,292
214,327
214,340
214,341
214,366
214,392
214,394
214,499
214,505
214,538
215,181
215,268
215,284
215,333
215,374
215,379
215,513
215,584
216,166
216,270
216,356
216,365
216,428
217,13
217,500
218,13
218,123
218,136
218,195
218,246
218,291
218,345
218,453
218,500
218,525
218,541
219,193
219,224
220,72
220,143
220,221
220,244
220,397
220,447
220,468
220,543
221,72
221,220
221,305
221,397
221,543
222,342
222,492
223,450
223,509
223,569
224,71
224,173
224,176
224,193
224,219
224,252
224,267
224,279
224,313
224,442
225,169
225,516
226,129
226,194
226,302
227,48
227,369
227,453
228,86
228,91
228,115
228,145
228,239
228,248
228,278
228,331
228,360
228,363
228,399
228,435
228,473
228,578
229,366
229,510
230,105
230,250
230,339
230,349
230,553
230,555
230,558
230,559
231,104
231,159
231,214
231,327
231,340
231,357
231,521
231,531
231,574
231,606
232,142
232,343
232,508
232,580
233,104
233,144
233,198
233,213
233,214
233,254
233,340
233,341
233,351
233,411
234,73
234,334
234,337
234,451
234,501
234,524
235,160
235,206
235,321
235,562
235,575
236,36
236,343
236,355
236,389
236,393
238,115
238,145
239,46
239,210
239,228
239,248
239,435
240,163
240,241
241,52
241,65
241,163
241,240
241,251
241,262
241,434
242,98
242,112
242,124
242,271
242,529
243,124
243,163
243,303
244,143
244,168
244,220
244,370
244,428
244,447
244,468
244,477
246,13
246,123
246,218
246,345
246,500
247,5
247,75
247,265
248,46
248,53
248,89
248,115
248,122
248,183
248,212
248,228
248,239
248,272
248,283
248,299
248,346
248,360
248,399
248,517
249,151
249,164
249,308
249,387
249,395
249,407
249,484
249,516
250,230
250,553
250,559
251,241
251,262
252,224
253,49
253,58
253,80
253,108
253,320
253,378
253,503
254,144
254,233
254,351
254,411
254,535
254,558
255,47
255,49
255,67
255,567
256,513
256,537
257,63
257,100
257,315
257,364
258,134
258,181
259,201
259,373
259,423
259,484
260,63
260,100
260,194
260,479
261,18
261,20
261,21
261,22
261,23
261,93
261,111
261,134
261,354
261,373
261,472
262,241
262,251
262,288
262,306
262,434
263,160
263,321
264,81
264,160
264,410
265,5
265,9
265,75
265,247
265,453
266,61
266,157
266,161
266,164
266,172
266,207
266,294
266,309
266,417
266,441
266,491
266,507
267,224
267,279
268,181
268,215
268,582
269,101
269,163
269,445
270,57
270,168
270,216
270,356
270,428
271,97
271,98
271,107
271,112
271,242
271,529
272,183
272,248
273,93
273,373
273,556
274,71
274,74
274,313
274,455
