label,neighbor
2,1
2,3
2,283
3,2
3,4
3,5
3,56
3,74
3,84
3,283
4,3
4,5
5,3
5,4
5,6
5,9
5,57
5,74
5,104
5,278
5,288
5,430
5,593
6,5
6,7
6,593
7,6
7,8
7,593
8,7
8,9
8,593
9,5
9,8
9,10
9,11
9,12
9,13
9,57
9,65
9,330
9,430
9,593
10,9
11,9
11,12
12,9
12,11
12,13
13,9
13,12
13,14
13,15
13,65
13,205
13,255
13,480
14,13
15,13
15,16
15,205
15,225
15,226
15,255
15,403
15,477
16,15
16,17
16,18
16,477
17,16
18,16
18,19
18,20
18,168
18,231
18,232
18,477
18,483
19,18
19,20
20,18
20,19
20,21
20,231
20,332
21,20
21,22
21,332
22,21
22,23
22,332
23,22
23,24
23,61
23,177
23,231
23,264
23,332
23,564
24,23
24,25
24,61
24,93
24,177
25,24
25,26
25,27
25,28
25,63
25,67
25,93
25,154
25,175
25,198
25,214
26,25
26,27
27,25
27,26
27,28
28,25
28,27
28,29
28,63
29,28
29,30
29,34
29,63
29,69
29,97
29,130
29,214
29,320
29,333
30,29
30,31
30,32
30,33
30,34
31,30
32,30
33,30
33,34
34,29
34,30
34,33
34,38
35,163
35,389
36,96
36,102
36,157
36,164
36,191
36,234
36,316
36,369
36,421
36,484
36,563
36,592
37,39
37,43
37,111
37,208
37,300
37,373
37,397
37,614
38,34
39,37
39,43
39,159
39,220
39,397
40,194
40,207
41,475
41,533
41,607
42,491
42,520
42,544
43,37
43,39
43,220
43,373
44,105
44,351
45,1
46,111
46,270
46,313
47,104
47,164
47,288
48,67
48,123
48,153
48,350
48,385
49,64
49,123
49,153
49,214
49,265
49,304
49,374
49,389
49,464
49,504
49,505
49,521
49,555
49,594
50,94
50,106
50,133
50,144
50,272
50,391
50,479
50,531
51,206
51,276
52,325
52,475
52,524
52,601
52,607
53,101
53,543
54,162
54,207
55,71
55,101
55,135
55,388
56,1
56,3
56,283
57,5
57,9
57,65
57,104
57,297
57,305
57,330
57,430
58,200
58,228
58,291
58,365
58,366
58,384
58,435
58,569
59,399
59,410
59,606
60,160
60,233
60,386
60,394
60,437
61,23
61,24
61,67
61,93
61,177
61,264
61,347
61,371
61,426
61,472
61,564
62,208
62,373
63,25
63,28
63,29
63,154
63,214
63,237
64,49
64,389
64,555
65,9
65,13
65,57
65,205
65,297
65,441
65,480
65,586
65,617
66,519
66,572
67,25
67,48
67,61
67,80
67,93
67,153
67,158
67,198
67,214
67,220
67,230
67,284
67,347
67,350
67,356
67,371
67,385
67,426
67,472
67,499
67,602
68,203
68,351
69,29
70,169
70,196
71,55
71,101
71,108
71,117
71,135
71,299
71,551
71,577
71,588
72,173
72,195
72,249
72,364
72,395
72,406
72,424
72,436
72,467
72,471
72,482
72,493
72,502
72,523
72,608
73,115
73,174
73,205
73,469
74,3
74,5
74,79
74,84
74,119
74,140
74,186
74,193
74,288
74,453
75,214
75,236
76,101
76,546
77,125
77,132
77,152
77,180
77,192
77,239
77,394
77,416
77,503
78,169
78,266
78,313
78,379
79,74
79,193
79,224
79,453
80,67
80,153
80,499
81,212
81,600
82,170
82,173
82,538
83,104
83,256
83,305
83,563
83,579
84,3
84,74
85,120
85,142
85,248
85,435
85,525
85,569
86,182
86,342
86,373
87,160
87,261
87,313
88,318
88,442
88,470
89,113
89,187
89,434
89,541
90,388
90,447
91,334
91,344
92,174
92,218
93,24
93,25
93,61
93,67
94,50
94,106
94,258
94,479
96,36
96,191
96,287
96,369
96,416
96,503
96,592
97,29
97,107
97,320
98,143
98,352
98,358
98,432
98,534
98,536
98,562
98,573
99,182
99,342
99,373
99,611
100,134
100,410
100,515
101,53
101,55
101,71
101,76
101,211
101,238
101,285
101,388
101,401
101,438
101,457
101,543
101,546
101,588
101,615
101,616
102,36
102,484
102,563
103,192
103,239
103,399
103,410
104,5
104,47
104,57
104,83
104,164
104,278
104,288
104,305
104,488
104,579
105,44
105,277
105,351
105,501
106,50
106,94
106,258
106,391
107,97
107,320
108,71
108,117
108,194
108,235
108,299
108,447
109,125
109,132
109,160
109,266
109,363
109,394
109,530
110,478
110,553
111,37
111,46
111,208
111,229
111,261
111,270
111,300
111,310
111,313
111,335
111,339
111,397
111,412
111,420
111,433
111,446
112,124
112,320
113,89
113,129
113,187
113,434
114,169
