Label,Parent,Geometry/Area,Geometry/Perimeter,Lobeyness/Circularity,CellCenters(x),CellCenters(y)
2,0,5732,408.499,2.31667946815572,23.0746685275646,145.884508025122
3,0,54687,2190.255,6.98064250249628,230.15228482089,209.962166511237
4,0,3209,248.213,1.52781041477911,27.4636958554067,291.6880648177
5,0,64518,2729.724,9.19066033789277,246.536315446852,406.283750271242
6,0,4281,323.412,1.94427265590339,40.7439850502219,421.089465078253
7,0,1788,197.294,1.73240878499945,22.6375838926174,456.653803131991
8,0,230,63.713,1.40448921814888,5.6,511.034782608696
9,0,46489,1815.321,5.64087914260064,96.3160532599109,688.32840026673
10,0,4724,277.43,1.29654349563827,52.1162150719729,696.822396274344
11,0,835,142.255,1.9285848039125,8.17604790419162,801.099401197605
12,0,638,116.485,1.69242512982973,7.91379310344828,866.575235109718
13,0,57993,2031.246,5.66160552771802,142.753901332919,990.032331488283
14,0,4018,247.7,1.21515650676166,40.1936286709806,938.565206570433
15,0,47066,2058.864,7.16701255503264,169.949793906429,1181.86416946416
16,0,6399,561.197,3.91659538015002,28.2170651664323,1228.66682294108
17,0,525,122.232,2.26464779271807,5.22285714285714,1229.36952380952
18,0,33597,1115.397,2.9467858837447,152.38542131738,1542.08104890318
19,0,3221,287.941,2.04836066939561,33.785780813412,1540.99006519714
20,0,26103,1301.416,5.16335512734865,105.568900126422,1664.22097076964
21,0,14553,866.086,4.10165986826149,45.0320896035182,1771.35484092627
22,0,12865,680.457,2.86405740012723,70.3307423241352,1909.4762534007
23,0,20139,1156.487,5.28486313450306,133.322061671384,1989.88380753761
24,0,17990,1000.809,4.43058810321579,77.1281823235131,2141.54735964425
25,0,63600,2579.055,8.32250812887367,162.085943396226,2357.62897798742
26,0,451,82.428,1.19884522810921,7.96452328159645,2249.29711751663
27,0,5009,366.418,2.13300907944437,25.4915152725095,2321.71092034338
28,0,13322,810.131,3.92040747469875,81.2281939648701,2409.16101186008
29,0,63113,2465.666,7.66548794099259,178.523125188155,2705.3431939537
30,0,6144,386.557,1.93537895025482,31.3937174479167,2677.11100260417
31,0,203,51.068,1.02233162955606,6.56650246305419,2666.6354679803
32,0,184,48.736,1.02724036450783,6.35869565217391,2702.20652173913
33,0,263,63.424,1.21714310846107,7.00760456273764,2744.06844106464
34,0,18669,856.597,3.12767903056922,80.0711339653972,2807.84691199314
35,0,17943,870.093,3.35758045632497,2566.49830017277,1457.15142395363
36,0,27923,1386.491,5.47850634929264,1014.40035096515,1285.65770153637
37,0,11892,706.376,3.33892839660225,1051.78237470568,2072.82769929364
38,0,3074,236.576,1.44886406748941,54.0647364996747,2848.74495770982
39,0,4356,299.207,1.63548198355995,78.0365013774105,2295.59022038567
40,0,1069,137.881,1.41521127459509,1289.45650140318,1153.21234798877
41,0,562,88.649,1.11275999087594,2201.98398576512,1186.91814946619
42,0,6993,454.401,2.34966076295027,667.254254254254,1806.06320606321
43,0,2742,227.018,1.49569579291456,2024.01604668125,2472.43873085339
44,0,311,83.471,1.78279324506814,531.372990353698,1941.37942122186
45,0,772,107.76,1.19698305135927,75.0984455958549,14.5168393782383
46,0,3062,276.994,1.99400238458471,514.932397126061,1958.31515349445
47,0,4615,295.817,1.50891469273722,2350.51939328277,2268.56836403034
48,0,4926,300.151,1.45537636469819,1682.50446609825,329.295168493707
49,0,34635,1497.505,5.15242295295541,1085.86458784467,290.114277464992
50,0,18759,675.398,1.93508476219275,849.119409350179,1548.28535636228
51,0,4093,339.873,2.24585504123476,1648.7092597117,2156.79745907647
52,0,9672,605.586,3.01734869222139,2158.49565756824,720.805314309347
53,0,6519,409.739,2.04938598210009,1912.94124865777,2310.82282558675
55,0,1218,162.295,1.72089006831829,598.642857142857,747.18144499179
56,0,9066,494.804,2.14902181888542,204.978821972204,37.2564526803441
57,0,9702,510.13,2.13447265168906,821.433828076685,1780.60111317254
58,0,14172,851.31,4.06943824329516,2573.28358735535,506.214295794524
59,0,704,108.546,1.33181875016148,427.583806818182,714.71875
60,0,17046,724.405,2.44979943624175,1063.31280065705,1809.63457702687
61,0,37880,1561.031,5.1192132467328,2139.58178458289,1934.64448257656
