label,neighbor
2,1
2,3
2,235
3,2
3,4
3,5
3,56
3,74
3,84
3,235
3,606
4,3
4,5
5,3
5,4
5,6
5,9
5,74
5,118
5,201
5,214
5,297
5,335
5,371
5,455
5,457
5,595
6,5
6,7
6,455
7,6
7,8
7,9
7,118
7,455
8,7
8,9
9,5
9,7
9,8
9,10
9,11
9,12
9,13
9,118
9,201
9,210
9,388
10,9
11,9
11,12
12,9
12,11
12,13
13,9
13,12
13,14
13,15
13,123
13,210
13,277
13,388
13,568
14,13
15,13
15,16
15,123
15,128
15,416
15,442
16,15
16,17
16,18
16,128
16,442
16,596
17,16
18,16
18,19
18,20
18,374
18,378
18,434
18,442
19,18
19,20
20,18
20,19
20,21
20,22
20,23
20,434
21,20
21,22
22,20
22,21
22,23
23,20
23,22
23,24
23,109
23,434
24,23
24,25
24,80
24,109
24,184
25,24
25,26
25,27
25,28
25,29
25,61
25,80
25,203
25,233
25,276
25,320
26,25
26,27
27,25
27,26
27,28
28,25
28,27
28,29
29,25
29,28
29,30
29,34
29,69
29,97
29,320
29,423
29,600
30,29
30,31
30,32
30,33
30,34
31,30
32,30
33,30
33,34
34,29
34,30
34,33
34,38
35,230
35,262
35,306
35,315
35,353
35,366
35,368
36,171
36,190
36,231
36,246
36,352
36,396
36,421
36,440
36,484
36,517
36,538
37,49
37,93
37,261
37,287
37,344
37,540
38,34
39,96
39,239
39,275
40,228
40,249
40,392
41,339
41,445
42,50
42,181
42,229
43,57
43,215
43,288
43,572
44,101
44,435
45,1
46,72
46,447
46,464
46,529
47,67
47,182
47,422
47,575
48,150
48,160
48,253
49,37
49,93
49,137
49,161
49,220
49,287
49,384
49,473
49,477
49,479
49,495
50,42
50,78
50,181
50,229
50,277
50,348
50,517
51,108
51,228
51,295
51,302
51,327
51,351
51,475
52,174
52,177
52,304
52,380
52,503
52,590
53,104
53,435
53,445
53,556
55,63
55,101
55,245
55,452
56,1
56,3
56,235
56,606
57,43
57,146
57,215
57,288
57,312
57,453
58,59
58,162
58,179
58,279
58,341
58,345
58,379
58,504
58,541
58,566
59,58
59,379
60,166
60,181
60,214
60,256
60,443
60,549
61,25
61,87
61,124
61,202
61,203
61,233
61,276
61,308
61,320
61,437
61,501
61,514
62,169
62,351
62,394
63,55
63,101
63,134
63,159
63,196
63,244
63,245
63,309
63,402
63,407
63,435
63,444
63,452
63,511
63,515
63,534
63,563
63,584
64,67
64,134
65,79
65,157
65,158
65,205
65,224
65,286
65,292
65,324
65,448
65,470
65,499
66,170
66,484
66,548
67,47
67,64
67,115
67,120
67,126
67,134
67,141
67,168
67,182
67,234
67,278
67,291
67,305
67,309
67,314
67,318
67,343
67,346
67,356
67,377
67,481
67,537
67,575
67,597
68,116
68,117
68,160
68,185
68,303
69,29
70,187
70,291
71,111
71,231
71,333
71,347
71,391
71,418
72,46
72,110
72,122
72,125
72,133
72,188
72,212
72,329
72,370
72,447
72,464
72,469
72,529
72,531
72,543
73,221
73,282
73,470
74,3
74,5
74,84
74,119
74,140
74,175
74,186
74,193
74,214
74,270
74,414
74,496
74,499
75,104
75,363
75,395
75,397
75,526
75,574
76,111
76,216
76,254
76,380
76,391
76,410
76,491
76,518
76,530
77,218
77,389
77,562
77,573
78,50
78,91
78,123
78,174
78,257
78,277
78,416
78,517
78,591
79,65
79,158
79,205
79,349
79,499
80,24
80,25
80,109
80,233
80,509
80,569
81,290
81,524
82,513
82,524
83,328
83,354
83,492
83,516
84,3
84,74
85,143
85,160
85,206
85,253
85,264
85,301
85,361
85,463
85,495
86,283
86,375
86,445
86,521
87,61
87,124
87,163
87,365
87,501
88,111
88,503
89,303
89,438
89,491
90,445
90,546
91,78
91,591
92,313
92,323
93,37
93,49
93,220
93,319
93,344
93,473
94,132
94,467
94,507
96,39
96,104
96,136
96,164
96,239
96,275
96,363
96,463
96,478
97,29
97,107
97,600
98,165
98,237
98,258
98,351
98,441
98,510
98,528
98,588
99,169
99,230
99,262
100,176
100,196
100,339
101,44
101,55
101,63
101,104
101,159
101,160
101,206
101,407
101,435
101,482
101,579
101,586
102,109
102,509
102,533
103,484
103,571
104,53
104,75
104,96
104,101
104,206
104,264
104,363
104,382
104,431
104,435
104,445
104,463
104,482
104,526
104,556
104,579
105,441
105,489
105,501
105,528
106,248
